title	year	value	canton	file_year
Through migration	2010-2012	0.9	Saint	2014
Through natural increase	2010-2012	0.5	Saint	2014
Foreign nationals in %	2012	22.5	Saint	2014
0-19 years	2012	21.4	Saint	2014
20-64 years	2012	62.0	Saint	2014
65 years or over	2012	16.7	Saint	2014
Urban population in %	2012	66.8	Saint	2014
Private households in persons	2011	206,000	Saint	2014
Size of households	2011	2.3	Saint	2014
German	2012	89.3	Saint	2014
French	2012	1.2	Saint	2014
Italian	2012	3.6	Saint	2014
Romansh	2012	–	Saint	2014
English	2012	2.5	Saint	2014
Roman Catholic	2012	47.4	Saint	2014
Protestant Reformed	2012	22.2	Saint	2014
No affiliation	2012	15.1	Saint	2014
Total surface area in km²	2004/09	2,025.5	Saint	2014
Settlement and urban area in %	2004/09	9.6	Saint	2014
Agricultural area in %	2004/09	46.6	Saint	2014
Wooded area in %	2004/09	30.6	Saint	2014
Unproductive area in %	2004/09	13.2	Saint	2014
Net activity rate (15-64 years) in %	2012	80.8	Saint	2014
Unemployment rate in % (according to SECO)	2013	2.43	Saint	2014
Gross domestic product per capita in Swiss francs	2011	65,649	Saint	2014
Change of gross domestic product in %	2010-2011	3.1	Saint	2014
Employed total	2011	284,087	Saint	2014
Primary sector	2011	11,969	Saint	2014
Secondary sector	2011	87,542	Saint	2014
Tertiary sector	2011	184,576	Saint	2014
Business establishments total	2011	37,269	Saint	2014
Primary sector	2011	4,535	Saint	2014
Secondary sector	2011	6,759	Saint	2014
Tertiary sector	2011	25,975	Saint	2014
Homeownership rate	2011	41.1	Saint	2014
New housing units per 1000 residents	2012	6.4	Saint	2014
Dwelling vacancy rate	2013	1.51	Saint	2014
Passenger cars per 1000 inhabitants	2012	537	Saint	2014
Public transportation	2012	20.2	Saint	2014
Private motorised transport	2012	53.5	Saint	2014
Social assistance rate	2012	2.2	Saint	2014
Physicians in private practice per 100,000 inhabitants	2012	177	Saint	2014
Hospital beds per 1000 inhabitants	2012	4.6	Saint	2014
Hospitalisation rate per 1000 inhabitants	2012	174.7	Saint	2014
Without post-compulsory education	2012	22.8	Saint	2014
Upper secondary education	2012	50.7	Saint	2014
Tertiary level	2012	24.5	Saint	2014
FDP/PLR	2011	12.3	Saint	2014
CVP	2011	20.3	Saint	2014
SP	2011	16.7	Saint	2014
SVP	2011	31.5	Saint	2014
EVP/CSP	2011	1.8	Saint	2014
GLP	2011	6.0	Saint	2014
BDP	2011	3.8	Saint	2014
PdA/Sol.	2011	–	Saint	2014
GPS	2011	6.4	Saint	2014
Small right-wing parties	2011	1.2	Saint	2014
Residents	2012	77,955	Schaffhausen	2014
Population density per km²	2012	261.5	Schaffhausen	2014
Change in %	2010-2012	2.1	Schaffhausen	2014
Through migration	2010-2012	2.0	Schaffhausen	2014
Through natural increase	2010-2012	-0.1	Schaffhausen	2014
Foreign nationals in %	2012	24.1	Schaffhausen	2014
0-19 years	2012	19.2	Schaffhausen	2014
20-64 years	2012	61.0	Schaffhausen	2014
65 years or over	2012	19.8	Schaffhausen	2014
Urban population in %	2012	75.8	Schaffhausen	2014
Private households in persons	2011	35,000	Schaffhausen	2014
Size of households	2011	2.2	Schaffhausen	2014
German	2012	88.8	Schaffhausen	2014
French	2012	–	Schaffhausen	2014
Italian	2012	–	Schaffhausen	2014
Romansh	2012	–	Schaffhausen	2014
English	2012	–	Schaffhausen	2014
Roman Catholic	2012	22.3	Schaffhausen	2014
Protestant Reformed	2012	39.5	Schaffhausen	2014
No affiliation	2012	22.4	Schaffhausen	2014
Total surface area in km²	2004/09	298.5	Schaffhausen	2014
Settlement and urban area in %	2004/09	11.4	Schaffhausen	2014
Agricultural area in %	2004/09	43.9	Schaffhausen	2014
Wooded area in %	2004/09	43.4	Schaffhausen	2014
Unproductive area in %	2004/09	1.4	Schaffhausen	2014
Net activity rate (15-64 years) in %	2012	81.7	Schaffhausen	2014
Unemployment rate in % (according to SECO)	2013	2.75	Schaffhausen	2014
Gross domestic product per capita in Swiss francs	2011	77,430	Schaffhausen	2014
Change of gross domestic product in %	2010-2011	4.0	Schaffhausen	2014
Employed total	2011	43,859	Schaffhausen	2014
Primary sector	2011	1,912	Schaffhausen	2014
Secondary sector	2011	13,687	Schaffhausen	2014
Tertiary sector	2011	28,260	Schaffhausen	2014
Business establishments total	2011	6,502	Schaffhausen	2014
Primary sector	2011	645	Schaffhausen	2014
Secondary sector	2011	983	Schaffhausen	2014
Tertiary sector	2011	4,874	Schaffhausen	2014
Homeownership rate	2011	44.8	Schaffhausen	2014
New housing units per 1000 residents	2012	4.1	Schaffhausen	2014
Dwelling vacancy rate	2013	1.15	Schaffhausen	2014
Passenger cars per 1000 inhabitants	2012	549	Schaffhausen	2014
Public transportation	2012	28.3	Schaffhausen	2014
Private motorised transport	2012	47.3	Schaffhausen	2014
Social assistance rate	2012	2.3	Schaffhausen	2014
Physicians in private practice per 100,000 inhabitants	2012	196	Schaffhausen	2014
Hospital beds per 1000 inhabitants	2012	3.8	Schaffhausen	2014
Hospitalisation rate per 1000 inhabitants	2012	141.1	Schaffhausen	2014
Without post-compulsory education	2012	19.8	Schaffhausen	2014
Upper secondary education	2012	51.3	Schaffhausen	2014
Tertiary level	2012	27.9	Schaffhausen	2014
FDP/PLR	2011	12.3	Schaffhausen	2014
CVP	2011	5.2	Schaffhausen	2014
SP	2011	34.6	Schaffhausen	2014
SVP	2011	39.9	Schaffhausen	2014
EVP/CSP	2011	–	Schaffhausen	2014
GLP	2011	–	Schaffhausen	2014
BDP	2011	–	Schaffhausen	2014
PdA/Sol.	2011	–	Schaffhausen	2014
GPS	2011	–	Schaffhausen	2014
Small right-wing parties	2011	3.8	Schaffhausen	2014
Residents	2012	149,830	Schwyz	2014
Population density per km²	2012	176.0	Schwyz	2014
Change in %	2010-2012	2.1	Schwyz	2014
Through migration	2010-2012	0.7	Schwyz	2014
Through natural increase	2010-2012	0.6	Schwyz	2014
Foreign nationals in %	2012	19.3	Schwyz	2014
0-19 years	2012	20.8	Schwyz	2014
20-64 years	2012	63.4	Schwyz	2014
65 years or over	2012	15.7	Schwyz	2014
Urban population in %	2012	80.3	Schwyz	2014
Private households in persons	2011	62,000	Schwyz	2014
Size of households	2011	2.3	Schwyz	2014
German	2012	89.6	Schwyz	2014
French	2012	–	Schwyz	2014
Italian	2012	2.8	Schwyz	2014
Romansh	2012	–	Schwyz	2014
English	2012	3.8	Schwyz	2014
Roman Catholic	2012	63.8	Schwyz	2014
Protestant Reformed	2012	11.3	Schwyz	2014
No affiliation	2012	14.4	Schwyz	2014
Total surface area in km²	2004/09	908.1	Schwyz	2014
Settlement and urban area in %	2004/09	6.1	Schwyz	2014
Agricultural area in %	2004/09	40.6	Schwyz	2014
Wooded area in %	2004/09	33.7	Schwyz	2014
Unproductive area in %	2004/09	19.7	Schwyz	2014
Net activity rate (15-64 years) in %	2012	81.5	Schwyz	2014
Unemployment rate in % (according to SECO)	2013	1.51	Schwyz	2014
Gross domestic product per capita in Swiss francs	2011	54,317	Schwyz	2014
Change of gross domestic product in %	2010-2011	0.8	Schwyz	2014
Employed total	2011	75,566	Schwyz	2014
Primary sector	2011	4,789	Schwyz	2014
Secondary sector	2011	19,749	Schwyz	2014
Tertiary sector	2011	51,028	Schwyz	2014
Business establishments total	2011	13,849	Schwyz	2014
Primary sector	2011	1,775	Schwyz	2014
Secondary sector	2011	2,300	Schwyz	2014
Tertiary sector	2011	9,774	Schwyz	2014
Homeownership rate	2011	41.6	Schwyz	2014
New housing units per 1000 residents	2012	9.0	Schwyz	2014
Dwelling vacancy rate	2013	0.74	Schwyz	2014
Passenger cars per 1000 inhabitants	2012	616	Schwyz	2014
Public transportation	2012	16.2	Schwyz	2014
Private motorised transport	2012	56.6	Schwyz	2014
Social assistance rate	2012	1.4	Schwyz	2014
Physicians in private practice per 100,000 inhabitants	2012	132	Schwyz	2014
Hospital beds per 1000 inhabitants	2012	1.7	Schwyz	2014
Hospitalisation rate per 1000 inhabitants	2012	102.5	Schwyz	2014
Without post-compulsory education	2012	23.3	Schwyz	2014
Upper secondary education	2012	47.9	Schwyz	2014
Tertiary level	2012	27.6	Schwyz	2014
FDP/PLR	2011	15.5	Schwyz	2014
CVP	2011	20.6	Schwyz	2014
SP	2011	15.7	Schwyz	2014
SVP	2011	38.0	Schwyz	2014
EVP/CSP	2011	1.1	Schwyz	2014
GLP	2011	–	Schwyz	2014
BDP	2011	3.4	Schwyz	2014
PdA/Sol.	2011	–	Schwyz	2014
GPS	2011	3.8	Schwyz	2014
Small right-wing parties	2011	–	Schwyz	2014
Residents	2012	259,283	Solothurn	2014
Population density per km²	2012	328.0	Solothurn	2014
Change in %	2010-2012	1.6	Solothurn	2014
Through migration	2010-2012	1.1	Solothurn	2014
Through natural increase	2010-2012	0.1	Solothurn	2014
Foreign nationals in %	2012	20.0	Solothurn	2014
0-19 years	2012	19.8	Solothurn	2014
20-64 years	2012	62.0	Solothurn	2014
65 years or over	2012	18.2	Solothurn	2014
Urban population in %	2012	77.5	Solothurn	2014
Private households in persons	2011	114,000	Solothurn	2014
Size of households	2011	2.2	Solothurn	2014
German	2012	89.9	Solothurn	2014
French	2012	2.6	Solothurn	2014
Italian	2012	4.4	Solothurn	2014
Romansh	2012	–	Solothurn	2014
English	2012	2.5	Solothurn	2014
Roman Catholic	2012	35.0	Solothurn	2014
Protestant Reformed	2012	24.6	Solothurn	2014
No affiliation	2012	26.6	Solothurn	2014
Total surface area in km²	2004/09	790.5	Solothurn	2014
Settlement and urban area in %	2004/09	13.9	Solothurn	2014
Agricultural area in %	2004/09	42.3	Solothurn	2014
Wooded area in %	2004/09	42.7	Solothurn	2014
Unproductive area in %	2004/09	1.1	Solothurn	2014
Net activity rate (15-64 years) in %	2012	80.1	Solothurn	2014
Unemployment rate in % (according to SECO)	2013	2.71	Solothurn	2014
Gross domestic product per capita in Swiss francs	2011	60,178	Solothurn	2014
Change of gross domestic product in %	2010-2011	2.3	Solothurn	2014
Employed total	2011	135,927	Solothurn	2014
Primary sector	2011	4,674	Solothurn	2014
Secondary sector	2011	39,593	Solothurn	2014
Tertiary sector	2011	91,660	Solothurn	2014
Business establishments total	2011	18,235	Solothurn	2014
Primary sector	2011	1,654	Solothurn	2014
Secondary sector	2011	3,230	Solothurn	2014
Tertiary sector	2011	13,351	Solothurn	2014
Homeownership rate	2011	48.7	Solothurn	2014
New housing units per 1000 residents	2012	5.8	Solothurn	2014
Dwelling vacancy rate	2013	1.87	Solothurn	2014
Passenger cars per 1000 inhabitants	2012	568	Solothurn	2014
Public transportation	2012	18.6	Solothurn	2014
Private motorised transport	2012	57.7	Solothurn	2014
Social assistance rate	2012	3.3	Solothurn	2014
Physicians in private practice per 100,000 inhabitants	2012	160	Solothurn	2014
Hospital beds per 1000 inhabitants	2012	3.0	Solothurn	2014
Hospitalisation rate per 1000 inhabitants	2012	120.3	Solothurn	2014
Without post-compulsory education	2012	21.6	Solothurn	2014
Upper secondary education	2012	53.0	Solothurn	2014
Tertiary level	2012	23.8	Solothurn	2014
FDP/PLR	2011	18.4	Solothurn	2014
CVP	2011	17.9	Solothurn	2014
SP	2011	18.3	Solothurn	2014
SVP	2011	24.3	Solothurn	2014
EVP/CSP	2011	1.5	Solothurn	2014
GLP	2011	5.0	Solothurn	2014
BDP	2011	4.4	Solothurn	2014
PdA/Sol.	2011	–	Solothurn	2014
GPS	2011	7.5	Solothurn	2014
Small right-wing parties	2011	0.5	Solothurn	2014
Residents	2012	256,213	Thurgau	2014
Population density per km²	2012	296.9	Thurgau	2014
Change in %	2010-2012	3.1	Thurgau	2014
Through migration	2010-2012	2.2	Thurgau	2014
Through natural increase	2010-2012	0.4	Thurgau	2014
Foreign nationals in %	2012	22.7	Thurgau	2014
0-19 years	2012	21.3	Thurgau	2014
20-64 years	2012	62.8	Thurgau	2014
65 years or over	2012	15.9	Thurgau	2014
Urban population in %	2012	50.1	Thurgau	2014
Private households in persons	2011	107,000	Thurgau	2014
Size of households	2011	2.3	Thurgau	2014
German	2012	90.6	Thurgau	2014
French	2012	1.2	Thurgau	2014
Italian	2012	3.9	Thurgau	2014
Romansh	2012	–	Thurgau	2014
English	2012	2.4	Thurgau	2014
Roman Catholic	2012	33.2	Thurgau	2014
Protestant Reformed	2012	35.7	Thurgau	2014
No affiliation	2012	16.9	Thurgau	2014
Total surface area in km²	2004/09	990.9	Thurgau	2014
Settlement and urban area in %	2004/09	12.3	Thurgau	2014
Agricultural area in %	2004/09	52.0	Thurgau	2014
Wooded area in %	2004/09	21.4	Thurgau	2014
Unproductive area in %	2004/09	14.3	Thurgau	2014
Net activity rate (15-64 years) in %	2012	81.3	Thurgau	2014
Unemployment rate in % (according to SECO)	2013	2.47	Thurgau	2014
Gross domestic product per capita in Swiss francs	2011	56,288	Thurgau	2014
Change of gross domestic product in %	2010-2011	3.7	Thurgau	2014
Employed total	2011	129,191	Thurgau	2014
Primary sector	2011	9,057	Thurgau	2014
Secondary sector	2011	40,863	Thurgau	2014
Tertiary sector	2011	79,271	Thurgau	2014
Business establishments total	2011	20,149	Thurgau	2014
Primary sector	2011	2,930	Thurgau	2014
Secondary sector	2011	3,622	Thurgau	2014
Tertiary sector	2011	13,597	Thurgau	2014
Homeownership rate	2011	47.0	Thurgau	2014
New housing units per 1000 residents	2012	7.9	Thurgau	2014
Dwelling vacancy rate	2013	1.47	Thurgau	2014
Passenger cars per 1000 inhabitants	2012	603	Thurgau	2014
Public transportation	2012	15.7	Thurgau	2014
Private motorised transport	2012	57.3	Thurgau	2014
Social assistance rate	2012	1.6	Thurgau	2014
Physicians in private practice per 100,000 inhabitants	2012	148	Thurgau	2014
Hospital beds per 1000 inhabitants	2012	5.6	Thurgau	2014
Hospitalisation rate per 1000 inhabitants	2012	161.0	Thurgau	2014
Without post-compulsory education	2012	20.8	Thurgau	2014
Upper secondary education	2012	52.6	Thurgau	2014
Tertiary level	2012	25.0	Thurgau	2014
FDP/PLR	2011	11.3	Thurgau	2014
CVP	2011	14.4	Thurgau	2014
SP	2011	12.1	Thurgau	2014
SVP	2011	38.7	Thurgau	2014
EVP/CSP	2011	2.9	Thurgau	2014
GLP	2011	5.2	Thurgau	2014
BDP	2011	5.0	Thurgau	2014
PdA/Sol.	2011	–	Thurgau	2014
GPS	2011	7.0	Thurgau	2014
Small right-wing parties	2011	3.5	Thurgau	2014
Residents	2012	341,652	Ticino	2014
Population density per km²	2012	124.6	Ticino	2014
Change in %	2010-2012	2.4	Ticino	2014
Through migration	2010-2012	1.9	Ticino	2014
Through natural increase	2010-2012	0.0	Ticino	2014
Foreign nationals in %	2012	26.7	Ticino	2014
0-19 years	2012	18.7	Ticino	2014
20-64 years	2012	60.2	Ticino	2014
65 years or over	2012	21.0	Ticino	2014
Urban population in %	2012	87.9	Ticino	2014
Private households in persons	2011	155,000	Ticino	2014
Size of households	2011	2.1	Ticino	2014
German	2012	10.8	Ticino	2014
French	2012	5.1	Ticino	2014
Italian	2012	87.7	Ticino	2014
Romansh	2012	–	Ticino	2014
English	2012	3.1	Ticino	2014
Roman Catholic	2012	69.3	Ticino	2014
Protestant Reformed	2012	4.4	Ticino	2014
No affiliation	2012	16.8	Ticino	2014
Total surface area in km²	2004/09	2,812.5	Ticino	2014
Settlement and urban area in %	2004/09	5.6	Ticino	2014
Agricultural area in %	2004/09	12.9	Ticino	2014
Wooded area in %	2004/09	50.7	Ticino	2014
Unproductive area in %	2004/09	30.7	Ticino	2014
Net activity rate (15-64 years) in %	2012	72.0	Ticino	2014
Unemployment rate in % (according to SECO)	2013	4.52	Ticino	2014
Gross domestic product per capita in Swiss francs	2011	66,611	Ticino	2014
Change of gross domestic product in %	2010-2011	1.4	Ticino	2014
Employed total	2011	206,533	Ticino	2014
Primary sector	2011	3,393	Ticino	2014
Secondary sector	2011	51,111	Ticino	2014
Tertiary sector	2011	152,029	Ticino	2014
Business establishments total	2011	31,477	Ticino	2014
Primary sector	2011	1,257	Ticino	2014
Secondary sector	2011	4,802	Ticino	2014
Tertiary sector	2011	25,418	Ticino	2014
Homeownership rate	2011	38.2	Ticino	2014
New housing units per 1000 residents	2012	5.5	Ticino	2014
Dwelling vacancy rate	2013	0.82	Ticino	2014
Passenger cars per 1000 inhabitants	2012	628	Ticino	2014
Public transportation	2012	14.8	Ticino	2014
Private motorised transport	2012	60.9	Ticino	2014
Social assistance rate	2012	2.2	Ticino	2014
Physicians in private practice per 100,000 inhabitants	2012	201	Ticino	2014
Hospital beds per 1000 inhabitants	2012	5.5	Ticino	2014
Hospitalisation rate per 1000 inhabitants	2012	189.6	Ticino	2014
Without post-compulsory education	2012	26.3	Ticino	2014
Upper secondary education	2012	45.3	Ticino	2014
Tertiary level	2012	25.9	Ticino	2014
FDP/PLR	2011	24.8	Ticino	2014
CVP	2011	20.0	Ticino	2014
SP	2011	16.6	Ticino	2014
SVP	2011	9.7	Ticino	2014
EVP/CSP	2011	–	Ticino	2014
GLP	2011	–	Ticino	2014
BDP	2011	–	Ticino	2014
PdA/Sol.	2011	1.2	Ticino	2014
GPS	2011	6.7	Ticino	2014
Small right-wing parties	2011	17.5	Ticino	2014
Residents	2012	35,693	Uri	2014
Population density per km²	2012	33.8	Uri	2014
Change in %	2010-2012	0.8	Uri	2014
Through migration	2010-2012	0.0	Uri	2014
Through natural increase	2010-2012	0.2	Uri	2014
Foreign nationals in %	2012	10.5	Uri	2014
0-19 years	2012	21.0	Uri	2014
20-64 years	2012	60.3	Uri	2014
65 years or over	2012	18.7	Uri	2014
Urban population in %	2012	0.0	Uri	2014
Private households in persons	2011	15,000	Uri	2014
Size of households	2011	2.4	Uri	2014
German	2012	94.1	Uri	2014
French	2012	–	Uri	2014
Italian	2012	–	Uri	2014
Romansh	2012	–	Uri	2014
English	2012	–	Uri	2014
Roman Catholic	2012	81.6	Uri	2014
Protestant Reformed	2012	–	Uri	2014
No affiliation	2012	–	Uri	2014
Total surface area in km²	2004/09	1,076.4	Uri	2014
Settlement and urban area in %	2004/09	1.9	Uri	2014
Agricultural area in %	2004/09	24.2	Uri	2014
Wooded area in %	2004/09	20.1	Uri	2014
Unproductive area in %	2004/09	53.9	Uri	2014
Net activity rate (15-64 years) in %	2012	78.6	Uri	2014
Unemployment rate in % (according to SECO)	2013	1.26	Uri	2014
Gross domestic product per capita in Swiss francs	2011	48,733	Uri	2014
Change of gross domestic product in %	2010-2011	3.7	Uri	2014
Employed total	2011	17,950	Uri	2014
Primary sector	2011	1,709	Uri	2014
Secondary sector	2011	5,580	Uri	2014
Tertiary sector	2011	10,661	Uri	2014
Business establishments total	2011	2,741	Uri	2014
Primary sector	2011	660	Uri	2014
Secondary sector	2011	397	Uri	2014
Tertiary sector	2011	1,684	Uri	2014
Homeownership rate	2011	44.6	Uri	2014
New housing units per 1000 residents	2012	4.1	Uri	2014
Dwelling vacancy rate	2013	0.67	Uri	2014
Passenger cars per 1000 inhabitants	2012	521	Uri	2014
Public transportation	2012	–	Uri	2014
Private motorised transport	2012	55.5	Uri	2014
Social assistance rate	2012	1.1	Uri	2014
Physicians in private practice per 100,000 inhabitants	2012	95	Uri	2014
Hospital beds per 1000 inhabitants	2012	2.1	Uri	2014
Hospitalisation rate per 1000 inhabitants	2012	104.5	Uri	2014
Without post-compulsory education	2012	31.8	Uri	2014
Upper secondary education	2012	50.4	Uri	2014
Tertiary level	2012	17.3	Uri	2014
FDP/PLR	2011	74.3	Uri	2014
CVP	2011	–	Uri	2014
SP	2011	21.5	Uri	2014
SVP	2011	–	Uri	2014
EVP/CSP	2011	–	Uri	2014
GLP	2011	–	Uri	2014
BDP	2011	–	Uri	2014
PdA/Sol.	2011	–	Uri	2014
GPS	2011	–	Uri	2014
Small right-wing parties	2011	–	Uri	2014
Residents	2012	321,732	Valais	2014
Population density per km²	2012	61.7	Valais	2014
Change in %	2010-2012	2.9	Valais	2014
Through migration	2010-2012	1.6	Valais	2014
Through natural increase	2010-2012	0.4	Valais	2014
Foreign nationals in %	2012	21.6	Valais	2014
0-19 years	2012	20.6	Valais	2014
20-64 years	2012	61.7	Valais	2014
65 years or over	2012	17.8	Valais	2014
Urban population in %	2012	57.0	Valais	2014
Private households in persons	2011	134,000	Valais	2014
Size of households	2011	2.3	Valais	2014
German	2012	26.5	Valais	2014
French	2012	67.4	Valais	2014
Italian	2012	3.8	Valais	2014
Romansh	2012	–	Valais	2014
English	2012	2.6	Valais	2014
Roman Catholic	2012	74.9	Valais	2014
Protestant Reformed	2012	6.3	Valais	2014
No affiliation	2012	11.1	Valais	2014
Total surface area in km²	2004/09	5,224.4	Valais	2014
Settlement and urban area in %	2004/09	3.5	Valais	2014
Agricultural area in %	2004/09	19.0	Valais	2014
Wooded area in %	2004/09	24.0	Valais	2014
Unproductive area in %	2004/09	53.5	Valais	2014
Net activity rate (15-64 years) in %	2012	78.2	Valais	2014
Unemployment rate in % (according to SECO)	2013	4.05	Valais	2014
Gross domestic product per capita in Swiss francs	2011	53,867	Valais	2014
Change of gross domestic product in %	2010-2011	-0.7	Valais	2014
Employed total	2011	166,232	Valais	2014
Primary sector	2011	10,023	Valais	2014
Secondary sector	2011	38,839	Valais	2014
Tertiary sector	2011	117,370	Valais	2014
Business establishments total	2011	27,552	Valais	2014
Primary sector	2011	3,787	Valais	2014
Secondary sector	2011	4,201	Valais	2014
Tertiary sector	2011	19,564	Valais	2014
Homeownership rate	2011	56.8	Valais	2014
New housing units per 1000 residents	2012	8.3	Valais	2014
Dwelling vacancy rate	2013	1.30	Valais	2014
Passenger cars per 1000 inhabitants	2012	624	Valais	2014
Public transportation	2012	12.7	Valais	2014
Private motorised transport	2012	58.5	Valais	2014
Social assistance rate	2012	1.5	Valais	2014
Physicians in private practice per 100,000 inhabitants	2012	151	Valais	2014
Hospital beds per 1000 inhabitants	2012	4.4	Valais	2014
Hospitalisation rate per 1000 inhabitants	2012	151.3	Valais	2014
Without post-compulsory education	2012	31.1	Valais	2014
Upper secondary education	2012	44.4	Valais	2014
Tertiary level	2012	22.9	Valais	2014
FDP/PLR	2011	18.8	Valais	2014
CVP	2011	39.9	Valais	2014
SP	2011	14.6	Valais	2014
SVP	2011	19.7	Valais	2014
EVP/CSP	2011	0.7	Valais	2014
GLP	2011	–	Valais	2014
BDP	2011	0.6	Valais	2014
PdA/Sol.	2011	–	Valais	2014
GPS	2011	5.0	Valais	2014
Small right-wing parties	2011	–	Valais	2014
Residents	2012	734,356	Vaud	2014
Population density per km²	2012	260.2	Vaud	2014
Change in %	2010-2012	3.0	Vaud	2014
Through migration	2010-2012	1.9	Vaud	2014
Through natural increase	2010-2012	0.8	Vaud	2014
Foreign nationals in %	2012	32.2	Vaud	2014
0-19 years	2012	22.4	Vaud	2014
20-64 years	2012	61.6	Vaud	2014
65 years or over	2012	16.0	Vaud	2014
Urban population in %	2012	74.5	Vaud	2014
Private households in persons	2011	321,000	Vaud	2014
Size of households	2011	2.2	Vaud	2014
German	2012	6.8	Vaud	2014
French	2012	83.8	Vaud	2014
Italian	2012	5.3	Vaud	2014
Romansh	2012	–	Vaud	2014
English	2012	7.4	Vaud	2014
Roman Catholic	2012	31.4	Vaud	2014
Protestant Reformed	2012	26.6	Vaud	2014
No affiliation	2012	26.9	Vaud	2014
Total surface area in km²	2004/09	3,212.1	Vaud	2014
Settlement and urban area in %	2004/09	9.3	Vaud	2014
Agricultural area in %	2004/09	42.4	Vaud	2014
Wooded area in %	2004/09	32.1	Vaud	2014
Unproductive area in %	2004/09	16.1	Vaud	2014
Net activity rate (15-64 years) in %	2012	78.0	Vaud	2014
Unemployment rate in % (according to SECO)	2013	5.01	Vaud	2014
Gross domestic product per capita in Swiss francs	2011	67,159	Vaud	2014
Change of gross domestic product in %	2010-2011	2.6	Vaud	2014
Employed total	2011	406,788	Vaud	2014
Primary sector	2011	13,726	Vaud	2014
Secondary sector	2011	70,802	Vaud	2014
Tertiary sector	2011	322,260	Vaud	2014
Business establishments total	2011	55,007	Vaud	2014
Primary sector	2011	4,198	Vaud	2014
Secondary sector	2011	7,880	Vaud	2014
Tertiary sector	2011	42,929	Vaud	2014
Homeownership rate	2011	30.6	Vaud	2014
New housing units per 1000 residents	2012	5.6	Vaud	2014
Dwelling vacancy rate	2013	0.61	Vaud	2014
Passenger cars per 1000 inhabitants	2012	530	Vaud	2014
Public transportation	2012	25.7	Vaud	2014
Private motorised transport	2012	50.7	Vaud	2014
Social assistance rate	2012	5.1	Vaud	2014
Physicians in private practice per 100,000 inhabitants	2012	238	Vaud	2014
Hospital beds per 1000 inhabitants	2012	4.9	Vaud	2014
Hospitalisation rate per 1000 inhabitants	2012	163.9	Vaud	2014
Without post-compulsory education	2012	25.7	Vaud	2014
Upper secondary education	2012	38.6	Vaud	2014
Tertiary level	2012	33.8	Vaud	2014
FDP/PLR	2011	16.3	Vaud	2014
CVP	2011	4.6	Vaud	2014
SP	2011	25.1	Vaud	2014
SVP	2011	22.9	Vaud	2014
EVP/CSP	2011	1.1	Vaud	2014
GLP	2011	5.1	Vaud	2014
BDP	2011	0.8	Vaud	2014
PdA/Sol.	2011	3.9	Vaud	2014
GPS	2011	11.6	Vaud	2014
Small right-wing parties	2011	1.7	Vaud	2014
Residents	2012	116,575	Zug	2014
Population density per km²	2012	562.9	Zug	2014
Change in %	2010-2012	3.1	Zug	2014
Through migration	2010-2012	1.8	Zug	2014
Through natural increase	2010-2012	0.8	Zug	2014
Foreign nationals in %	2012	25.3	Zug	2014
0-19 years	2012	20.5	Zug	2014
20-64 years	2012	63.7	Zug	2014
65 years or over	2012	15.7	Zug	2014
Urban population in %	2012	96.3	Zug	2014
Private households in persons	2011	50,000	Zug	2014
Size of households	2011	2.3	Zug	2014
German	2012	84.7	Zug	2014
French	2012	2.7	Zug	2014
Italian	2012	4.4	Zug	2014
Romansh	2012	–	Zug	2014
English	2012	8.4	Zug	2014
Roman Catholic	2012	54.4	Zug	2014
Protestant Reformed	2012	14.2	Zug	2014
No affiliation	2012	19.6	Zug	2014
Total surface area in km²	2004/09	238.7	Zug	2014
Settlement and urban area in %	2004/09	13.8	Zug	2014
Agricultural area in %	2004/09	43.4	Zug	2014
Wooded area in %	2004/09	27.3	Zug	2014
Unproductive area in %	2004/09	15.4	Zug	2014
Net activity rate (15-64 years) in %	2012	80.9	Zug	2014
Unemployment rate in % (according to SECO)	2013	2.10	Zug	2014
Gross domestic product per capita in Swiss francs	2011	125,138	Zug	2014
Change of gross domestic product in %	2010-2011	-0.3	Zug	2014
Employed total	2011	103,641	Zug	2014
Primary sector	2011	1,910	Zug	2014
Secondary sector	2011	22,117	Zug	2014
Tertiary sector	2011	79,614	Zug	2014
Business establishments total	2011	17,023	Zug	2014
Primary sector	2011	610	Zug	2014
Secondary sector	2011	1,647	Zug	2014
Tertiary sector	2011	14,766	Zug	2014
Homeownership rate	2011	34.2	Zug	2014
New housing units per 1000 residents	2012	8.4	Zug	2014
Dwelling vacancy rate	2013	0.35	Zug	2014
Passenger cars per 1000 inhabitants	2012	617	Zug	2014
Public transportation	2012	26.8	Zug	2014
Private motorised transport	2012	46.2	Zug	2014
Social assistance rate	2012	1.7	Zug	2014
Physicians in private practice per 100,000 inhabitants	2012	194	Zug	2014
Hospital beds per 1000 inhabitants	2012	4.3	Zug	2014
Hospitalisation rate per 1000 inhabitants	2012	142.2	Zug	2014
Without post-compulsory education	2012	15.1	Zug	2014
Upper secondary education	2012	44.0	Zug	2014
Tertiary level	2012	39.7	Zug	2014
FDP/PLR	2011	19.2	Zug	2014
CVP	2011	24.3	Zug	2014
SP	2011	5.3	Zug	2014
SVP	2011	28.3	Zug	2014
EVP/CSP	2011	–	Zug	2014
GLP	2011	6.8	Zug	2014
BDP	2011	–	Zug	2014
PdA/Sol.	2011	–	Zug	2014
GPS	2011	15.4	Zug	2014
